Time,Counter,Text
5,1,кэмерон диаз
5,3,ла-ла-ла
5,2,ла-ла-ла-ла
5,2,лабамба
5,1,лаврид
5,2,лаврик
5,3,лада
5,4,лада седан
5,4,лада седан баклажан
5,4,ладно
5,3,ладно марихуана
5,1,ладно мореход
5,1,лайф
5,1,лайф течет
5,2,лалка
5,5,лана банана
5,1,лана банана позировать для фотографий
5,1,лана банана позировать на
5,1,лана банана позировать на фото
5,1,лана банана позирует
5,1,лана банана позирует на фотографии
5,2,лана лана
5,1,лана лана марихуана
5,1,лана марихуана
5,1,лановой
5,2,лапоть
5,3,лариса
5,3,лебедева
5,3,лев
5,3,лев толстой
5,2,легалрц
5,2,леда плюс леша
5,3,лекало
5,2,лекало иерихон
5,1,лекарь
5,8,лена
5,2,лена лена
5,1,ленка голая
5,3,ленка голая коленка
5,1,ленка голос
5,2,леночек
5,1,ленусик
5,5,ленуська
5,1,леонардо
5,1,лепс
5,6,лера
5,1,леса
5,1,лесо лесо плюс
5,1,лесси
5,1,лесу
5,1,лесу вышел
5,1,лет
5,1,лето
5,1,леха
5,1,леха века
5,15,леша
5,1,леша плюс
5,2,леша плюс видео
5,1,леша я тебя
5,2,леша я тебя люблю
5,3,лещ
5,2,лига
5,2,лига плюс
5,2,лига плюс леша
5,24,лида
5,1,лида +
5,1,лида + лесо лесо плюс
5,1,лида + лёша
5,1,лида + лёша лёша + лида
5,1,лида + слез
5,5,лида дура
5,1,лида лида
5,1,лида лида лида
5,4,лида плюс
5,3,лида плюс леша
5,1,лида плюс любовь
5,2,лида плюс плюс
5,6,лидер плюс
5,1,лидер плюс лев
5,8,лидер плюс леша
5,1,лидов
5,1,лиза
5,1,лика
5,4,лис
5,1,лиса
5,3,лиса волк
5,4,лисичка
5,1,лисички
5,3,лист
5,2,листья
5,1,литва
5,1,лица
5,1,лица не
5,1,лица не увидать
5,1,лицо
5,1,лицом к лицу
5,1,лицом к лицу лица
5,1,лицом к лицу лица не увидать
5,1,лицом к лицу лица не увидать большое видится на
5,1,лицом к лицу лица не увидать большое видится на расстоянии
5,1,лишай
5,1,лишая
5,1,лишь
5,1,лишь мечтатель
5,18,лол
5,1,лолита
5,2,лондон
5,2,лондона
5,1,лопате
5,2,лопатин
5,2,лопатина
5,2,лох
5,2,лох наелся
5,1,лохматить
5,1,лохматить бабушку
5,4,лошадка
5,2,лошадь
5,6,луи
5,1,лунтик
5,6,лучшая
5,14,лучше
5,2,лучше лучше
5,1,лучше нет
5,4,лучше нет влагалища
5,1,лучше собак
5,1,лучшие
5,3,лучшие друзья
5,3,лучший
5,2,любви
5,2,любви нет
5,2,любе люберцы
5,5,люберцы
5,4,люби
5,2,люби дерево
5,1,люби люби
5,2,любил
5,1,любим
5,1,любимая
5,1,любимая моя
5,6,любит
5,1,любит машу
5,1,любит меня
5,1,любит папу
5,1,любит тех
5,1,любители
5,1,любитель
5,1,любить
5,1,любишь кирилл
5,30,люблю
5,1,люблю вас
5,1,люблю жизнь
5,1,люблю катю
5,1,люблю москву
5,1,люблю на
5,1,люблю не могу
5,1,люблю пирожки
5,1,люблю плюшки
5,1,люблю своего
5,2,люблю тебя
5,53,любовь
5,1,любовь будет
5,1,любовь будет жить всегда
5,2,любовь еще
5,2,любовь еще быть
5,2,любовь зла
5,2,любовь искусство
5,6,люда
5,1,людей
5,3,люди
5,2,люди дерево
5,3,людишки
5,2,ля-ля-ля
5,1,лёша я тебя
5,3,лёша я тебя люблю
5,6,м
5,1,м****
5,2,мазафака
5,1,мазафака з*****
5,1,мазафака з***** мазафака
5,1,мазафака з***** мазафака заебись з***** мазафака
5,1,мазафака з***** мазафака отъебись заебись з***** мазафака бегут бегут сак май дик сак май э
5,1,мазафака заебало
5,1,майкл
5,2,майкоп
5,3,макетирование
5,4,максим
5,5,максим дурак
5,1,максим я
5,1,максим я люблю
5,3,максим я люблю тебя
5,1,максим я тебя
5,2,максим я тебя люблю
5,2,макулатура
5,1,макулатура параллелепипед
5,1,маленькая
5,1,маленькая п***
5,1,маленькие
5,1,малкин волна
5,2,малкин волна beatles
5,1,малкин волна бетон
5,11,мама
5,3,мама и папа
5,1,мама и папа я вас очень люблю
5,1,мама и папа я вас очень сильно люблю
5,1,маме
5,6,мандавошка
5,3,мандавошки
5,1,мандала
5,3,маргарита
5,1,маргарита разина
5,1,маргарита розен ave maria
5,1,мари
5,2,марина есенина
5,2,марина канина
5,1,марихуана
5,4,мария
5,2,мария маргарита
5,1,мария моргун
5,6,марс
5,1,марс пришла
5,2,марш
5,1,масипуня
5,3,масло
5,1,масло из бруса
5,5,матрица
5,1,матч
5,1,матчи цска
5,1,мать
5,1,мать твою
5,1,мать твою а ну иди
5,2,мать твою а ну иди сюда
5,1,мать твою ану
5,1,маха
5,4,махова
5,6,маша
5,2,маша дурочка
5,2,маша маша
5,1,маша маша и алиса
5,1,маша саша
5,1,маша!
5,1,машет
5,1,машет ушами
5,1,машка
5,3,машка лошара
5,1,машкова
5,2,машу
5,1,машулька
5,1,машулька 30
5,2,машулька красотулька
5,1,мгла
5,2,мглу
5,3,мгновенье
5,3,мгп
5,1,мгтс
5,1,мгу
5,2,мебели
5,1,мебель
5,1,мегафон
5,2,медведев
5,1,медведи
5,1,медведь
5,2,медвежонок
5,1,медвежонок 1
5,1,медвежонок россии
5,1,медленно
5,1,медленно в
5,1,между нами
5,1,между нами бегать
5,1,между нами бездна
5,1,между нами белая
5,4,мемы
5,2,менделеев
5,2,менделеев красавчик
5,1,мендес
5,1,менеджер
5,9,меня
5,1,меня все
5,1,меня еще
5,4,меня зовут
5,2,меня зовут даша
5,1,меня зовут дима
5,1,меня зовут ира
5,1,меня и надписи
5,1,меня и надписью
5,1,меня слышишь
5,2,меня слышно
5,1,меня яна
5,1,меняем надпись
5,1,менять
5,1,менять слова
5,1,меняю
5,1,меняю на 1000
5,1,меняю сериал
5,1,меняю серия
5,2,меняюсь
5,3,меняющие
5,1,меняющие реальность
5,4,мерзкая
5,2,мерзкая гусеница
5,2,мерзкая очень
5,1,местах
5,3,место
5,1,место человека
5,1,место человека жизнь
5,2,метро
5,2,метро папа
5,1,метрополь
5,1,мечтатель
5,1,мечты воплощаются в реальность
5,1,мзл микрофон
5,2,мзмз
5,2,мзмз тут
5,2,мид
5,7,микрофон
5,1,микрофон микро
5,3,микрофон микрофон
5,1,микрофона
5,1,микрофонный
5,1,милая
5,1,милая как
5,8,милена
5,7,милена дура
5,1,милена дура была ж***
5,1,милена у
5,3,милена у микрофона
5,1,мили
5,1,миллениуме
5,1,миллеры
5,1,миллион
5,3,мимими
5,2,минет
5,1,минус
5,1,минусы
5,8,мир
5,1,мира
5,1,миру
5,3,миру мир
5,1,миссия
5,1,мит смит
5,2,мит смит уилл смит
5,2,михаил
5,2,мишка
5,8,мне
5,1,мне все
5,1,мне нравится алина
5,1,мне нравится алина ж***
5,1,мне о чем я
5,1,мне отчего
5,1,мне приснились
5,3,мне приснилось
5,3,мне приснилось небо
5,4,мне приснилось небо лондона
5,1,мне скучно
5,1,мне скучно когда меня развлекает
5,1,мне скучно когда меня развлекаются
5,1,мне тут
5,5,мне тут нравится
5,1,мне что
5,1,мне что-нибудь
5,1,мне-то
5,1,много слов
5,1,многослов
5,3,мной
5,1,мной и тобой
5,1,мной явилась
5,1,мною о жизни
5,5,мое
5,1,мое дерево
5,2,мое имя
5,2,мое имя ангелина
5,1,мое имя арина
5,1,моего
5,1,моей жизни
5,3,может
5,1,может находится
5,6,можешь
5,2,можно
5,2,можно было
5,2,можно еще вопрос вопрос
5,1,можно еще вопрос вопрос 1 пожалуйста
5,1,можно еще вопрос вопрос 1 пожалуйста можно пожалуйста еще
5,1,можно еще пожалуйста
5,1,можно еще пожалуйста вопрос 1 пожалуйста можно пожалуйста еще
5,1,можно пожалуйста
5,1,мозги
5,1,мои
5,1,мои мысли
5,1,мои мысли мои
5,3,мои мысли мои скакуны
5,1,мои скакуны
5,1,моим
5,1,моим окном
5,1,мой
5,2,мой дед
5,2,мой друг
5,1,мой друг под кислотой
5,1,мой х**
5,1,молодежка
5,1,молодежь
5,2,молодежь выбирает
5,1,молодежь выбирает кос
5,1,молодежь выбирает космос
5,1,молодежь выбирает кофе
5,7,молодец
5,1,молодцы
5,2,молоток
5,1,молочник
5,1,молчишь
5,3,монографии
5,7,монография
5,1,монстры
5,2,мор
5,5,морган
5,9,морда
5,8,море
5,1,море ветер я люблю тебя
5,1,море внутри
5,2,море внутри меня
5,2,море вода
5,1,море облака
5,1,морковь
5,1,мороз
5,3,морозы
5,1,морская свинка
5,2,моря ветер
5,1,моря ветер я люблю тебя
5,6,москва
5,1,москву
5,1,москвы
5,4,мост
5,3,моська
5,2,моська моська
5,1,мотолайф
5,3,мохнатый
5,3,мохнатый жук
5,1,моча
5,2,моча с кровью
5,9,моя
5,1,моя мама
5,1,моя машет
5,1,моя хрюшка
5,2,моя черепаха
5,1,моя черепаха переживет внуков всех
5,2,мрт головы
5,4,мтс
5,1,мужа
5,1,мужик на море
5,2,музей
5,1,музей современного
5,1,музей современного искусства
5,11,музыка
5,2,музыка пришла
5,1,музыка пришла на проект
5,1,музыка пришла проект
5,3,мультики
5,1,мур
5,3,мур-мур-мур
5,1,мусор
5,1,мусора
5,2,мусорок
5,2,мусорок не вешай срок
5,1,муха
5,6,мхк
5,10,мы
5,1,мы вместе
5,4,мы все
5,1,мы все сделаем
5,1,мы все сделаем шезлонг
5,5,мы все умрем
5,1,мы за
5,2,мы зависли
5,1,мы захватили
5,1,мы захватили вас
5,1,мы захватили вашу планету
5,1,мы захватим
5,3,мы любим
5,1,мы меня
5,1,мы меняющие
5,2,мы меняющие реальность
5,3,мы миллеры
5,3,мы мы мы
5,1,мы находимся
5,2,мы пришли
5,1,мы сейчас
5,1,мы счастливы
5,1,мы счастливы что мы здесь
5,1,мы хотим
5,1,мы хотим поиграть
5,2,мы хотим поиграть в боулинг
5,4,мысли
5,2,мысли вслух
5,1,мысли мои скакуны
5,2,мытищи
5,1,мэттью льюис
5,2,мэтью
5,1,мэтью эспиноза
5,4,мэтью эспиноса
5,3,мюсли мюсли
5,4,на
5,1,на ipad
5,1,на вас всех
5,1,на все
5,1,на встречу
5,1,на горе
5,1,на дворе
5,1,на дворе трава
5,2,на дворе трава на траве дрова
5,1,на жопе
5,3,на жопе шерсть
5,1,на зло родные
5,2,на куски
5,2,на море
5,1,на небе
5,1,на пасху
5,1,на планете
5,1,на проект
5,5,на самом деле
5,1,на самом деле ты все знаешь сам
5,1,на сегодняшний вечер
5,1,на траве
5,1,на траве дрова
5,1,на флейте
5,1,на флейте водосточных
5,2,набери
5,2,набор
5,3,навальный
5,1,навальный будет
5,1,навальный будет следующий
5,1,навальный будет следующий президент
5,3,навсегда
5,2,нагорная
5,1,нагорный
5,2,надежда
5,2,надежда без
5,2,надежда без одежды
5,1,надеяться
5,4,надо
5,1,надо боли
5,1,надо больше
5,1,надо больше думать
5,3,надо надеяться
5,1,надо найти
5,1,надо поехать
5,1,надо поехать в киев
5,1,надписью
5,2,наелся
5,2,наелся блох
5,1,назад
5,3,назад вперед
5,1,назва
5,1,назвать
5,1,назло родным
5,1,называют
5,1,найдет
5,1,найджела из единого
5,1,найди
5,5,найди меня
5,1,найди мне
5,2,найди морковка
5,3,найди пожалуйста
5,1,найду
5,1,найду себе
5,1,найду себе парня
5,2,найз
5,1,найти марку
5,1,найти морковку
5,1,найти морковь
5,1,наказал
5,1,наказан
5,1,наказаны
5,1,нам всем
5,3,нам всем конец
5,1,нам очень
5,2,нам очень понравилось
5,2,нам уже на море
5,1,напас
5,1,наполняет
5,1,наполняет ароматом
5,3,наполняет ароматом чая
5,1,наполняется
5,1,напомни
5,1,напрасные
5,4,напрасные слова
5,1,напрасный
5,1,нарды
5,2,наркотик
5,4,наркотики
5,1,наркотики это
5,1,наркотики это нормально
5,1,наряда вне очереди
5,1,нас
5,1,нас расставили
5,2,насилие
5,2,насилие убийства
5,2,настенька
5,1,настоящая
5,2,настоящая кровь
5,1,наступающим новым
5,1,настюш
5,2,настюша
5,1,настюша грязная курочка
5,1,настюша грязные курочка
5,26,настя
5,1,настя или
5,3,настя ильина
5,1,настя красивая
5,1,настя настя
5,1,настя настя настя
5,4,настя привет
5,1,настя я люблю
5,2,настя я люблю тебя
5,1,наташ
5,3,наташа
5,1,наташу
5,2,науковий
5,3,нахуй
5,1,начале было
5,1,начать
5,1,наша казаша
5,1,наши парни
5,1,нашу
5,10,не
5,1,не актив
5,2,не будет
5,2,не буду
5,3,не верь
5,9,не верю
5,1,не верю в
5,1,не верю в любовь
5,1,не вечно
5,1,не вешай срок
5,3,не все
5,4,не все работает
5,1,не все работают
5,1,не все работы
5,1,не говорили
5,1,не говорили в
5,1,не дает
5,1,не дают
5,2,не жалей
5,1,не жалею
5,1,не желтела
5,1,не желтела завод
5,1,не желтела зовут
5,1,не злите хомяк
5,1,не злите хомяка
5,2,не злите хомяков
5,3,не курю
5,1,не могла
5,1,не могла бы
5,3,не могу
5,4,не надо
5,1,не надо лохматить
5,2,не надо лохматить бабушку
5,2,не называй
5,1,не называй конец
5,3,не называй конечно
5,1,не напрасно
5,1,не один
5,1,не по масти
5,2,не покидай
5,2,не покидай меня
5,2,не понимает
5,1,не понимает бу
5,2,не понимаю
5,1,не понял
5,2,не поняла
5,1,не предел
5,1,не пытайся
5,2,не пытайся покинуть
5,2,не пытайся покинуть омск
5,1,не пытаюсь
5,2,не пью
5,4,не работает
5,1,не русский мне приснилось ты уедешь жить в лондон
5,3,не сможем
5,1,не спеши
5,2,не спи на снегу
5,2,не спи на снегу оси под снегом
5,1,не спи на снегу осипов
5,1,не ссы носи
5,1,не твой человек
5,3,не тупи
5,1,не тут
5,1,не увидать
5,3,не увидишь не срабатывает
5,1,не успеете
5,1,не успеешь
5,2,не хочешь
5,1,не хочу
5,1,не читай
5,2,не читать
5,1,не что а что
5,1,небо
5,1,небо лондона
5,1,небо море
5,1,недосып
5,1,неизбежен
5,1,ненужные вакансии
5,3,непонимание
5,3,неприятно
5,2,нерусский
5,1,нерусский мне приснились
5,1,несильно
5,27,нет
5,2,нет белка
5,1,нет жены
5,3,нет не все
5,2,нет нет
5,2,нет нет нет
5,1,нет ничего
5,1,нет ничего проще
5,1,нет ничего проще чем начать
5,1,неудачник
5,1,нечто
5,1,нечто hd
5,1,ни о
5,1,ни о чем
5,2,ни что а что
5,1,ника
5,1,ники
5,4,никита
5,2,никита любит машу
5,2,никич
5,1,никич полная
5,1,никич полный
5,2,никич полный м****
5,3,никогда
5,1,никогда не
5,2,никогда не покидай меня
5,1,никогда ни о чем
5,1,никогда ни о чем не жалейте
5,1,николаев
5,1,николаевич
5,1,никошпан
5,1,нина
5,1,них у
5,1,них у дуба
5,4,ничего
5,1,ничего говорить
5,2,ничего не говори
5,3,ничего ничего ничего
5,2,ништяк
5,2,но
5,1,но ты
5,3,новости
5,1,новости привет
5,5,новый
5,2,новый год
5,1,новым
5,1,новым годом
5,1,новых
5,1,ножом
5,2,ножом по
5,2,ножом по сердцу
5,1,нордов
5,3,ноты
5,7,ночь
5,2,нравится
5,1,нравится алина
5,1,нравится общаться
5,3,ну
5,2,ну абрау-дюрсо
5,2,ну давай красотка
5,1,ну давай красотка сделай на сегодняшний вечер
5,1,ну как
5,1,ну как вам
5,1,ну как он тут
5,1,ну как он тут людишки
5,3,ну хорошо
5,1,ну хоть что
5,3,ну хоть что-то
5,2,ну что
5,1,ну что за
5,1,ну что за ip
5,2,ну что за еб твою мать
5,1,ну что зая
5,2,ну что прикольно
5,3,ну-ка
5,1,нужно
5,1,нужны
5,1,нужны мозги
5,2,нулю
5,7,ньюмарк
5,3,о
5,1,о чем я
5,1,о чем я думаю
5,4,оао
5,1,обводить контур
5,1,обводить контуры
5,2,обзор
5,1,обидел
5,1,обиделась
5,2,обиделся
5,1,обижает дашу
5,1,облади контуром
5,4,облака
5,2,облако
5,1,область
5,1,обожает
5,1,обожаю
5,1,обратно
5,1,обувь
5,1,обухов
5,1,общаться
5,1,обычный фестиваль
5,1,овен
5,2,овен дата
5,1,овца
5,1,ого
5,4,огонь
5,1,огромная
5,2,огромная ж***
5,1,огромно
5,1,огромный
5,1,одежды
5,2,один плюс
5,1,однажды
5,2,однажды в
5,1,однажды в студеную зимнюю пору
5,2,однажды в студеную зимнюю пору я из лесу вышел
5,1,одно
5,1,одновременно
5,2,одобрил проект
5,1,одобрил проект юля
5,1,ой ой
5,1,ой ой ой
5,2,ой-ой-ой
5,1,ока
5,1,окай
5,1,окарина
5,4,оклад
5,2,оклад и ксюша
5,1,окном
5,1,октмо
5,1,олег
5,1,олень
5,2,олеся
5,1,ололо
5,1,олю
5,12,оля
5,2,оля были
5,3,оля вредная
5,2,оля вредная ж***
5,1,оля ля
5,1,оля найдет
5,2,оля найдет богатого мужа
5,1,оля-ля лифте
5,1,оля-ля лифте на
5,2,оля-ля-ля истина
5,3,омск
5,1,омус 1
5,2,он
5,1,он где он
5,1,он так говорил
5,2,он тут
5,2,он тут говорил очень длинную фразу
5,1,он тут говорить
5,1,он тут говорю
5,1,он тут люди
5,3,она
5,1,она показывает
5,1,она показывала
5,2,она росла
5,2,они
5,1,они леха
5,1,они леха века
5,1,они леха вика
5,1,они пара
5,1,они паради
5,1,они по
5,1,они проводили
5,2,они проводили наши парни
5,1,они проводили нашу
5,1,они твэл
5,2,ооо
5,1,опа
5,2,операция
5,1,определяет
5,1,определяет сознание
5,1,определяется
5,1,опять
5,1,орган
5,1,органайзер
5,3,органы
5,1,орел
5,1,орион
5,2,ориона
5,1,оси под
5,1,оси под снега
5,1,оси под снегом
5,1,осип
5,1,осипов
5,2,останься
5,2,остров
5,2,острота
5,1,от матки
5,1,от меня
5,1,от сосны
5,1,от страшной боли
5,1,от чего
5,1,от числа
5,1,ответила тварь
5,1,ответь
5,3,отвечай
5,1,отгуляла воды
5,1,отдохнуть
5,1,отдых
5,2,отдыхай
5,1,откуда
5,1,откуда ты
5,1,отличается
5,1,отмостки
5,3,отпуск
5,2,отрада
5,1,отстань
5,2,отстань от меня
5,2,отстой
5,2,отсюда
5,2,отто
5,1,отчислили
5,1,отчислили кристи
5,1,отчислили кристиной
5,1,отчислили кристиной институт
5,3,отчислили кристину из института
5,1,отчислят
5,2,отчислят ли
5,1,отчислят ли крестины
5,1,отчислят ли кристина
5,2,очень
5,3,очень очень
5,2,очень очень очень очень
5,1,очень сильно
5,1,очереди
5,1,очертанья
5,3,ошибаешься
5,1,ошибаюсь
5,2,п***
5,7,п****
5,1,п**** п****
5,2,п**** п**** п****
5,4,п*****
5,2,п***** ж***
5,1,п***** ж*** порно
5,1,п***** леша
5,1,пабло пикассо
5,2,павел стратан
5,1,палех
5,1,панда
5,1,панда круто
5,1,панда крутой
5,2,панда крутые
5,2,папа
5,1,папоротника
5,2,папу
5,2,пара пап пап
5,2,парадокс
5,1,параллелепипед
5,2,парковка
5,2,парня
5,3,паскуда
5,1,пассив
5,2,пати на хате
5,2,пати на хате лапа
5,2,пати на хате лапоть
5,2,пати на хате лопатина 50
5,2,патина
5,1,пенза
5,1,пенсия
5,1,перевод
5,2,передай привет
5,1,передо
5,1,передо мной
5,1,переживет
5,1,переживет внук
5,1,переживет внука
5,1,переживет внуково
5,1,перемен
5,1,перестань
5,1,переходи
5,3,переходи на
5,1,переходи на 0
5,1,переходи на все
5,1,переходи на темную
5,5,переходи на темную сторону
5,1,пернул
5,2,пернул вышел
5,1,песенка алферова маша!
5,4,песня
5,1,песня меня люби
5,1,песня меня любишь
5,3,песня меня любишь кирилл
5,2,песня носа
5,1,пессимизм
5,2,печень
5,1,печет
5,3,печет блины
5,2,пикачу
5,2,пингвин
5,2,пиндос
5,2,пипия
5,1,пирожки
5,2,писал
5,1,писем нет
5,3,писикак
5,1,пись
5,1,письмо
5,1,питер
5,2,пить
5,2,пифия
5,1,пиши
5,2,плавно
5,1,плакать
5,4,планета
5,1,планету
5,1,плачет
5,1,плен
5,1,плеснувши
5,1,плитка
5,1,плитка kale
5,1,плитка калитка
5,13,плюс
5,1,плюс видео
5,3,плюс леша
5,1,плюс любовь
5,1,плюс плюс
5,1,плюшки
5,1,по
5,3,повтори
5,1,поговори со
5,2,поговори со мной
5,2,поговорить
5,4,погода
5,1,погуляла
5,1,погуляла во 2
5,2,погулять
5,2,под
5,1,под гоша
5,1,под кислотой
5,1,под кислоту
5,1,под моим
5,1,под шагами
5,1,под шагами идущего
5,2,подарок
5,1,поднимается
5,2,подожди
5,2,подожди не спеши
5,1,подольск
5,1,подписан
5,1,поехать
5,1,поехать в киев
5,1,поехать в киеве
5,4,пожалуйста
5,1,пожалуйста надежда
5,2,позволит
5,1,позволит мне очень
5,1,позволит мне уже
5,1,позволит не успеешь
5,1,позволю
5,1,позвони мне
5,3,поздно
5,1,позировать для фотографий
5,1,позировать на
5,1,поиграть
5,1,поиграть в
5,7,пойдем
5,2,пойдем в парк хаусе
5,1,пойдем дальше
5,2,пойдем домой
5,1,пойдем спать
5,1,пойдем спб
5,2,пойдемте дальше
5,1,пойти мне
5,1,пойти мне душу
5,19,пока
5,2,покажи
5,1,покажи мне
5,2,показать
5,1,показывай
5,1,покидай
5,1,покидай меня
5,1,покинуть
5,2,полегче
5,1,полетели
5,1,поликанин
5,3,полная
5,1,полная извращения
5,3,полная фигня
5,1,полное вращение
5,1,полное вращение полное извращение
5,1,полное вращение полный
5,1,полное вращение полный сброс
5,2,полное извращение
5,1,полный
5,1,полный врача
5,1,полный вращения
5,1,полный м****
5,2,полный отстой
5,1,полный сброс
5,2,полный срок
5,1,полный срок назло родным
5,1,полный фильм
5,1,получше
5,1,поля
5,1,поменяй
5,1,поминай
5,3,поминаю
5,2,помни
5,3,помню
5,3,помогите
5,1,поможет нам
5,1,помолчать
5,3,понимает
5,1,понимаешь
5,1,понимаю
5,4,пончик
5,2,пончо
5,1,поняла давай
5,1,попа
5,1,попробуем
5,1,попробуй
5,1,пора
5,1,поработили
5,1,поработили нашел
5,4,порно
5,1,порно канал
5,1,породили
5,2,портрет
5,1,портрет 3
5,2,портрет рисовали
5,1,портрет рисовать
5,1,портреты
5,1,пору
5,1,посмотрите
5,1,потеряла смысл
5,1,потолочная лампа
5,1,потолочные
5,1,потолочные лампы
5,1,потолочный
5,3,потолочный лампосос
5,12,почему
5,1,почему бы
5,1,почему бы и
5,1,почему бы и нет
5,3,почему звезды далеко
5,1,почему люди
5,1,почему люди говорят
5,2,почему люди говорят бред
5,2,почему не показывает
5,1,почему не показывает еврей
5,2,почему не показывает почему
5,3,почему ты не
5,5,почему ты не реагируешь
5,2,почему ты не хочешь
5,1,почему ты не хочешь ничего говорить
5,2,почта
5,3,пошли
5,2,пошли все
5,2,пошли все вон
5,2,пошли все вон отсюда
5,1,пошли домой
5,2,пошли домой хочу гулять
5,1,правду
5,3,правительство
5,2,правительство москвы
5,1,правительство москвы правительство
5,1,правительство москвы правительство пришельцев
5,1,правительство париж
5,1,править
5,1,прага
5,1,предложение
5,1,президент
5,1,прекрасны
5,2,преследовать
5,1,пресс
5,1,пресс-релиз
5,1,престолов
5,2,при порошина
5,159,привет
5,1,привет бармалей
5,1,привет дети
5,1,привет детка
5,3,привет детки
5,1,привет детям
5,1,привет детям из саратова привет детям саратов
5,2,привет джон
5,1,привет друг
5,1,привет другу
5,1,привет другу виктора
5,2,привет другу виктору
5,2,привет если
5,2,привет как
5,5,привет как дела
5,1,привет лика
5,2,привет люда
5,1,привет меня
5,1,привет меня зовут дима
5,2,привет меня зовут дима и я алкоголик
5,1,привет меня зовут ира
5,2,привет меня зовут ира ира
5,2,привет москва
5,1,привет питер
5,3,привет привет
5,1,привет привет привет
5,2,привет привет привет привет
5,1,привет ребенка
5,1,привет саратов
5,1,привет саровский
5,1,привет ты чего такой грустный
5,1,привет ты что такой грустный
5,1,привет чувак
5,1,"привет, поговори со"
5,2,"привет, поговори со мной"
5,1,"привет, поговори со мной о жизни"
5,1,"привет, поговори со мною о жизни"
5,2,приветики
5,1,пригорка из под выподверта.
5,2,пригорка из под подвыподверта
5,1,пригорка из под подвыподверта зайчик
5,2,придет
5,1,придет север
5,2,придет северный
5,2,придет северный олень
5,1,придется
5,1,приду
5,1,придумаешь
5,2,придумай
5,1,придумай что-нибудь
5,2,придумай что-нибудь свое
5,2,прием
5,3,прием прием
5,4,приехал
5,1,приехал в читу
5,3,приехала
5,1,приехали
5,1,приехали дети
5,2,приехали дети из саратова
5,2,приколы
5,1,прикольно
5,1,прикольные
5,2,прикольный
5,2,прилично
5,1,пример
5,1,примеры
5,1,примеры шанс
5,1,принакрылась
5,1,приснилось
5,1,приснилось ты уедешь
5,1,приснилось ты уедешь жить
5,1,приходи
5,1,приходи на чай
5,1,пришельцев
5,1,пришельцы
5,2,пришла
5,2,пришли
5,2,пришли сегодня
5,2,про жизнь
5,2,проба
5,2,проводили нашу
5,1,проводили нашу планету
5,1,программа
5,10,проект
5,1,проект орел
5,1,проект фонарик
5,3,промежность
5,1,пропали
5,1,пропустил
5,2,пророчество
5,3,просмотр
5,4,просмотры
5,1,просмотры это
5,2,просмотры это боль
5,2,просто
5,1,просто боишься
5,3,профурсетка
5,1,проще
5,1,проще чем
5,1,птица
5,2,птица говорун
5,1,птица говорун отличается
5,1,птица говорун отличается умом
5,2,птица говорун отличается умом и сообразительностью
5,5,пупсик
5,7,пустота
5,4,пусть
5,2,пусть все будет так как ты захочешь
5,1,пусть статусы грусть
5,24,путин
5,1,путин елочка
5,2,путин лох
5,4,путин лох наелся блох
5,1,путиным
5,1,путь
5,1,пух
5,2,пыль
5,1,пытайся покинуть
5,1,пятница
5,2,пятничная лягуха
5,1,пятничные
5,1,пятничные лягуха
5,2,пятничный
5,1,пятничный ригу
5,1,пятничный рябуха
5,1,пяточные игре gta 4
5,1,пяточный грека
5,1,пяточный грядка торчать
5,1,пять
5,2,р
5,5,работа
5,1,работа в месяц
5,1,работа смеси
5,1,работа смесь
5,3,работает
5,2,работай
5,1,работай и не ной
5,2,работать грязная с****
5,1,работник месяца
5,1,работник месяца этого художника
5,1,рабфак
5,1,равен
5,2,равен 0
5,2,равен нулю
5,3,равняется
5,2,раз
5,5,раз два
5,8,раз два три
5,5,раз два три четыре
5,7,раз два три четыре пять
5,1,раз два три четыре пять вышел
5,1,раз два три четыре пять вышел зайчик погулять
5,1,раз два три четыре пять шесть семь
5,3,раз ничего
5,5,раз раз
5,11,раз раз раз
5,2,раз раз раз привет
5,1,раз раз раз раз
5,1,раз раз раз раз раз
5,1,развлекает
5,1,развод
5,1,разговор
5,1,разгуляй
5,3,раздевайся
5,1,раздел
5,3,раздоры
5,1,разина
5,2,разлетится
5,1,разных
5,1,разных слов
5,1,ракета
5,1,ракетку
5,1,ракетная
5,1,ракетная х**
5,1,ракетная х****
5,1,ракетная х**** азооспермия хуманизация города е**** мой х**
5,1,ракетная х**** зомби ферма
5,1,ракетная х**** зомби ферма х** mazda 3 города
5,1,ракетная х**** зомби ферма х** mazda 3 города е**** мой х**
5,1,ракетная хуйню
5,1,ракетно
5,1,раки
5,2,раки на горе
5,1,ракитное
5,4,ранхигс
5,2,расскажи
5,1,расскажи мне
5,1,расскажи мне что
5,3,расскажи мне что-нибудь
5,3,рассказ
5,3,рассказы маршака
5,1,рассорили
5,1,рассорили рассорили
5,1,расставили
5,1,расставили рассадили
5,1,расстояние
5,1,расстояние версты мили нас рассорили рассорили
5,1,расстояние версты мили нас расставили
5,1,расстоянии
5,1,ратников
5,1,ратников дура
5,2,ратников дурак
5,2,раунд 1
5,1,рбк
5,2,реагируешь
5,1,реально
5,1,реально фильм
5,7,реальность
5,4,реальность иллюзия
5,2,реальность иллюзия вселенная голограмма
5,1,реальность иллюзия вселенная голограмма скупает золото
