group,name,count
m162,MR. SIMPSON,5
m163,BARRY,355
m163,CHECK OUT GIRL,4
m163,CUSTOMER,4
m163,DAVID,19
m163,DEAN,24
m163,ELIZABETH,64
m163,KAREN,8
m163,KATHLEEN,16
m163,LANCE,24
m163,LATISHA,11
m163,LENA,121
m163,MANAGER,14
m163,OPERATOR,8
m163,OPERATOR GIRL,16
m163,OPERATOR VOICE,3
m163,SEXY VOICE,58
m163,VOICE,6
m163,WALTER,10
m164,ABBE DU MAUPAS,4
m164,CHARLOTTE,5
m164,CLEANTE,6
m164,COULMIER,128
m164,DELBENÈ,7
m164,HORSEMAN,4
m164,INGENUE,5
m164,LIBERTINE,6
m164,MADAME LECLERC,6
m164,MADELEINE,61
m164,MONSIEUR PROUIX,3
m164,NAPOLEON,4
m164,RENEE PELAGIE,28
m164,ROYERCOLLARD,82
m164,SIMONE,6
m164,THE MARQUIS,105
m164,VALCOUR,3
m165,CAROLE LOMBARD,20
m165,HEARST,54
m165,JOSEPH COTTON,5
m165,LOUELLA,25
m165,MANK,86
m165,MARION,54
m165,MAYER,16
m165,PAUL STEWART,5
m165,SCHAEFER,52
m165,SHOP OWNER,6
m165,TOLAND,8
m165,WELLES,153
m166,1ST DEPUTY,4
m166,COMO,11
m166,EAGAN,5
m166,IRMA,6
m166,J.R.,3
m166,JAKE,205
m166,JOEY,102
m166,REPORTER,6
m166,SALVY,10
m166,TOMMY,7
m166,TONY,7
m166,VICKIE,84
m167,BABY SITTER,5
m167,BRYCE,4
m167,DOYLE,60
m167,GUNNISON,28
m167,JEFF,289
m167,LISA,129
m167,MRS. DOYLE,8
m167,POLICE,3
m167,STELLA,67
m167,THORWALD,8
m168,BUZZ,23
m168,CHIEF,3
m168,CRUNCH,9
m168,FATHER,58
m168,GENE,10
m168,JIM,216
m168,JUDY,97
m168,JUDY'S FATHER,10
m168,MOOSE,7
m168,MOTHER,32
m168,NEGRO WOMAN,4
m168,OFFICER,7
m168,PLATO,77
m168,RAY,47
m168,SERGEANT,5
m169,ASHLEY,126
m169,GABRIEL,117
m169,JACK BANGS,14
m169,JUMPY,4
m169,MERLIN,29
m169,NICK,48
m169,OLD TIMER,6
m169,PUG,11
m169,RUDY,243
m169,TEEN CLERK,4
m169,WAITRESS,3
m169,YOUNG GOVERNOR,5
m169,ZOOK,4
m17,ALEX,128
m17,BENJAMIN,8
m17,BOBBIE,5
m17,BRINGSLY,3
m17,CHESS PLAYER,6
m17,DAVID,206
m17,DR. HIRSCH,68
m17,JACK,104
m17,LT. VILLIERS,11
m17,MISS GALLAGHER,11
m17,MRS. HOBBS,3
m17,ORDERLY,3
m17,SECRETARY,3
m17,SGT. MCMANUS,6
m17,WOMAN,13
m170,COP,3
m170,EDDIE,44
m170,FREDDY,28
m170,HOLDAWAY,19
m170,JOE,58
m170,MARVIN,6
m170,MR. BLONDE,21
m170,MR. BROWN,5
m170,MR. ORANGE,22
m170,MR. PINK,96
m170,MR. WHITE,136
m170,NICE GUY EDDIE,9
m170,VIC,18
m171,CLAY,149
m171,CLAYTON,5
m171,ELAINE,16
m171,FOWLER,15
m171,GARDNER,8
m171,GRAHAM,6
m171,HELEN,41
m171,LEDNOV,21
m171,MARY,129
m171,MCCALL,4
m171,MRS. WYATT,4
m171,STEVE,97
m171,WYATT,12
m172,ALEX,16
m172,BRENDA,27
m172,BUDDY,48
m172,CINDY,133
m172,DWIGHT,58
m172,FATHER MCFEELY,14
m172,HANSON,21
m172,HARRIS,8
m172,MCFEELY,5
m172,MOTHER,4
m172,PROFESSOR,51
m172,RAY,33
m172,SHORTY,23
m172,THEO,21
m172,TOMMY,8
m173,BIRDIE,14
m173,CHIP,48
m173,DAD,39
m173,DET. BRADFORD,5
m173,DET. MOORE,3
m173,DOTTIE,27
m173,MARVIN,4
m173,MISTY,28
m173,MOM,102
m173,MR. NAZLEROD,9
m173,MR. STERNER,3
m173,MR. STUBBINS,9
m173,MRS. ACKERMAN,17
m173,MRS. JENSON,5
m173,MRS. STERNER,4
m173,SCOTTY,5
m173,VENDOR,3
m173,YOUNG MAN,5
m174,AUGUST,20
m174,BRUNS,5
m174,DR. JUDD,15
m174,FRANCES,20
m174,GREGORY,63
m174,JACQUELINE,15
m174,JASON,75
m174,JUDD,51
m174,MARY,131
m174,MIMI,6
m174,MISS GOTTSCHALK,7
m174,MISS SUMMERS,4
m174,MR. BRUNS,5
m174,MRS. CORTEZ,23
m174,MRS. LOWOOD,6
m174,MRS. REDI,30
m174,MRS. ROMARI,9
m174,NANCY,5
m174,RADEAU,3
m174,ROMARI,4
m175,ANN,304
m175,CYNTHIA,169
m175,CYTNHIA,4
m175,DOCTOR,35
m175,GRAHAM,244
m175,JOHN,110
m175,MR. MILLER,4
m175,SECRETARY,3
m175,VOICE ON PHONE,5
m176,BETTS,6
m176,BOY,3
m176,DETECTIVE,11
m176,FORSYTHE,15
m176,GIRL,4
m176,JANINE,11
m176,MR. SPERGAZZI,5
m176,PARKINS,8
m176,ROLLO,25
m176,ST. LUC,51
m176,SUPER,3
m176,TUDOR,7
m177,ANSALONG,4
m177,AUDIENCE,3
m177,BERT,34
m177,BETTY,24
m177,BRAD,9
m177,BRAD AND JANET,3
m177,DAD,6
m177,FARLEY,8
m177,JANET,51
m177,KIDS,5
m177,MAC,35
m177,MACY,4
m177,MOM,24
m177,NATION,31
m177,NEELY,4
m177,OLIVER,22
m177,OLIVER AND BETTY,3
m177,OSCAR,3
m177,PARKER,4
m177,RALPH,16
m177,RICKY,3
m177,TEACHER,5
m177,TRIO,5
m178,CAMMI,7
m178,CHRISTINE,12
m178,EVELYN,8
m178,GARY,11
m178,JACK,285
m178,MAN,4
m178,MAYA,76
m178,MILES,349
m178,PHYLLIS,17
m178,POURER,6
m178,STEPHANIE,28
m178,VICTORIA,20
m179,BO,19
m179,COLLEEN,8
m179,CREWCUT GUY,4
m179,GRAHAM,112
m179,MERRILL,58
m179,MORGAN,40
m179,OFFICER PASKI,23
m18,BILL,8
m18,CHARLIE,18
m18,CLARK,22
m18,CLUETT,66
m18,DICKSON,127
m18,DUDE,11
m18,GARDINER,7
m18,GUARD,4
m18,HELEN,51
m18,HELEN'S VOICE,4
m18,INSPECTOR,49
m18,JANITOR,6
m18,LADY,3
m18,MATT,80
m18,MIKE,3
m18,MRS. DICKSON,53
m18,MRS. HALLIGAN,10
m18,MRS. PEMBROKE,4
m18,O'BRIEN,5
m18,OSCAR,5
m18,SAMPSON,15
m18,TELLER,6
m180,DAWSON,4
m180,EMMETT,86
m180,EZRA,7
m180,HANNAH,22
m180,HOBART,5
m180,J.T.,3
m180,JAKE,26
m180,KATE,5
m180,KELLY,4
m180,LANGSTON,17
m180,MAL,40
m180,MCKENDRICK,8
m180,PADEN,105
m180,PROPRIETOR,3
m180,RAE,11
m180,SHERIFF COBB,41
m180,STELLA,28
m181,DETECTIVE,8
m181,ELAINE,118
m181,FAITH,9
m181,FRANK BRAND,10
m181,HAL,19
m181,HANK,19
m181,HARRY,3
m181,KENT,3
m181,LAINEY,51
m181,LAWYER,4
m181,MAX,40
m181,MILTON,14
m181,NICOLA,12
m181,PREMIERE REPORTER 2,3
m181,SECURITY GUARD,3
m181,SIMONE,20
m181,SIMONE / VIKTOR,23
m181,VIKTOR,240
m182,ANNA,13
m182,COLE,116
m182,DARREN'S MOM,4
m182,LYNN,30
m182,MALCOLM,87
m182,MAN'S VOICE,4
m182,MR. CUNNINGHAM,12
m183,BILLY BOB,18
m183,CANDY,14
m183,CARL,10
m183,GENE,5
m183,IAN,26
m183,JEREMIAH,23
m183,KAREN,8
m183,KEITH,39
m183,MAC,64
m183,RAY,8
m183,ROD,29
m183,SUZIE,76
m184,BILL,59
m184,BRENDA,9
m184,BUTCHER,4
m184,GRANT,31
m184,JACK,9
m184,KYLIE,4
m184,MARGARET,5
m184,SHELBY,8
m184,STARLA,48
m184,TREVOR,12
m184,WALLY,6
m185,BANDIT,175
m185,CLAYTON,4
m185,CLEDUS,82
m185,DICKEY,13
m185,HOT PANTS,6
m185,KATE,81
m185,KYLE,18
m185,OWNER,3
m185,VOICE,8
m185,VOICE ONE,5
m185,VOICE TWO,4
m185,WAITRESS,4
m186,ACOSTA,10
m186,CARRUTHERS,16
m186,CASINO EMPLOYEE,8
m186,DARWIN TREMOR,13
m186,DR. GILL,8
m186,DUPREE,13
m186,ELMORE,16
m186,HUGO,14
m186,ISRAEL,33
m186,LOCKE,29
m186,MECKLEN,6
m186,MESSNER,54
m186,PADICHE,24
m186,SECURITY SUPERVISOR,8
m186,SERNA,24
m186,SIR IVY,14
m186,SYKES,36
m186,WATTERS,23
m186,WYMAN,5
m187,GIBARIAN,8
m187,KELVIN,165
m187,RHEYA,102
m187,SARTORIUS,27
m187,SNOW,64
m188,CLAIRE,108
m188,ELLIE,61
m188,GARBER,11
m188,GIDDINGS,3
m188,KOONTZ,4
m188,MIKE,205
m188,NEIL,12
m188,PRETTY YOUNG THING,3
m188,T.J.,7
m188,TOMMY,22
m188,VENZA,11
m188,WIN,6
m189,ADELE,5
m189,BEN,15
m189,FLASH,8
m189,HARRY,19
m189,HOGAN,4
m189,JAMESON,17
m189,LEIBER,5
m189,LETTERMAN,6
m189,LIZ,57
m189,MAROTTA,12
m189,MAY,22
m189,NURSE VOICE,3
m189,OCK,18
m189,PETER,121
m189,REISS,11
m189,ROZ,50
m189,SPIDERMAN,29
m189,THORKEL,9
m19,BOB,50
m19,BURLY DETECTIVE,4
m19,COLE,82
m19,COMANCHE TOM,17
m19,DEPUTY,3
m19,DOC MIMMS,11
m19,FRANK,81
m19,JESSE,199
m19,JIM,22
m19,JIMMY,8
m19,LYLA,8
m19,MA,9
m19,MARSHALL,5
m19,OLD MAN,4
m19,PARKER,25
m19,PASTOR,6
m19,PINKERTON,45
m19,RAINS,36
m19,SHERRIFF,5
m19,TELLER,3
m19,ZEE,46
m190,BAGRADIAN,15
m190,BLONDIE,4
m190,COOKIE,8
m190,DUKE,31
m190,DUNBAR,22
m190,GENEVA MAN,12
m190,GERMAN LIEUTENANT,3
m190,HARRY,65
m190,HOFFY,72
m190,MARKO,5
m190,P.O.W.S,3
m190,PRICE,47
m190,SCHULTZ,51
m190,SEFTON,113
m190,STOSH,74
m190,VON SCHERBACH,27
m191,B'ETOR,7
m191,CHEKOV,4
m191,DATA,39
m191,DEMORA,5
m191,GUINAN,19
m191,HARRIMAN,14
m191,KIRK,40
m191,LA FORGE,23
m191,LURSA,6
m191,PICARD,85
m191,RIKER,31
m191,SCOTTY,12
m191,SORAN,17
m191,TROI,11
m191,WORF,13
m192,1ST OFFICER,4
m192,CAPTAIN,4
m192,CHEKOV,16
m192,COMM OFFICER,4
m192,DAVID,43
m192,ESTEBAN,20
m192,KIRK,133
m192,KRUGE,38
m192,LIEUTENANT,7
m192,MALTZ,10
m192,MORROW,14
m192,SAAVIK,55
m192,SAREK,21
m192,SCOTTY,14
m192,SPOCK,4
m192,STYLES,5
m192,SULU,20
m192,TORG,10
m192,UHURA,14
m192,WOMAN,3
m193,BONES,39
m193,CAROL,30
m193,CHEKOV,24
m193,DAVID,35
m193,JOACHIM,14
m193,KHAN,40
m193,KIRK,225
m193,PRESTON,6
m193,SAAVIK,66
m193,SCOTTY,8
m193,SCOTTY'S VOICE,6
m193,SPOCK,67
m193,SPOCK'S VOICE,5
m193,SULU,22
m193,TERRELL,16
m193,UHURA,9
m193,UHURA'S VOICE,4
m194,AMANDA,7
m194,BOB,7
m194,BONES,49
m194,CAPTAIN,4
m194,CHEKOV,21
m194,COUNCIL PRESIDENT,3
m194,DOCTOR,6
m194,FBI AGENT,8
m194,GILLIAN,83
m194,KIRK,221
m194,KLINGON AMBASSADOR,3
m194,MORROW,3
m194,NICHOLS,17
m194,PILOT,3
m194,SAAVIK,4
m194,SAREK,8
m194,SCIENCE OFFICER,3
m194,SCOTTY,38
m194,SPOCK,90
m194,SULU,23
m194,THE BOY,4
m194,UHURA,19
m195,ANIJ,31
m195,ARTIM,24
m195,CRUSHER,10
m195,DATA,35
m195,DOUGHERTY,36
m195,GALLATIN,12
m195,LA FORGE,23
m195,NARA,4
m195,PERIM,6
m195,PICARD,150
m195,PICARD'S COM VOICE,3
m195,RIKER,47
m195,RIKER'S COM VOICE,3
m195,RU'AFO,28
m195,SOJEF,7
m195,SON'A OFFICER #2,4
m195,TROI,25
m195,WORF,22
m195,WORF'S COM VOICE,5
m196,ADMIRAL HAYES,4
m196,BEVERLY,24
m196,BORG QUEEN,22
m196,DATA,33
m196,DOCTOR,10
m196,GEORDI,31
m196,GEORDI'S VOICE,5
m196,PICARD,136
m196,PICARD'S VOICE,5
m196,RIKER,37
m196,RIKER'S COM VOICE,4
m196,RUBY,29
m196,SCRIMM,18
m196,TROI,23
m196,WOMAN'S VOICE,4
m196,WORF,38
m197,ADMIRAL DONALD,3
m197,BONES,54
m197,CHANG,34
m197,CHEKOV,26
m197,COMMUNICATIONS OFFICER,4
m197,GORKON,8
m197,KIRK,153
m197,LT. SAAVIK,34
m197,MARTIA,19
m197,MARTIA'S VOICE,5
m197,OFFICER,4
m197,PRESIDENT,4
m197,SCIENCE OFFICER,6
m197,SCOTTY,20
m197,SPOCK,97
m197,SULU,23
m197,UHURA,22
m198,B9,15
m198,BEVERLY,19
m198,DATA,78
m198,DEANNA,23
m198,DONATRA,5
m198,GEORDI,31
m198,HEAD,5
m198,JANEWAY,7
m198,PICARD,203
m198,REMAN OFFICER,5
m198,RIKER,30
m198,SHINZON,104
m198,SURAN,12
m198,VICEROY,18
m198,WORF,24
m199,BENNY,7
m199,CLERK,9
m199,COOK,10
m199,DRIVER,5
m199,FOX,42
m199,JENNY,215
m199,LYMAN,13
m199,MAJOR BELL,22
m199,MAN,13
m199,OFFICER,8
m199,SECURITY GUARD,6
m199,SHERMIN,79
m199,STAR MAN,181
m199,TEENAGER,12
m199,WOMAN,3
m2,CUTLER,24
m2,DAPHNE,33
m2,DUFFY,21
m2,EDDIE,123
m2,EMIL,108
m2,HAWKINS,26
m2,HONEY,8
m2,IMMIGRATION OFFICER,15
m2,JORDY,127
m2,KORFIN,21
m2,LEON,25
m2,MAGGIE,4
m2,MAX,3
m2,MILOS,9
m2,MUGGER,5
m2,NICOLETTE,43
m2,OLEG,40
m2,ROBERT HAWKINS,6
m2,ROSE,11
m2,SECONDARY OFFICER,4
m2,STEPHEN GELLER,7
m2,TOMMY,5
m2,VENDOR,4
m20,BATEMAN,339
m20,CARNES,14
m20,CARRUTHERS,8
m20,CHRISTIE,9
m20,COURTNEY,39
m20,DAISY,7
m20,ELIZABETH,15
m20,EVELYN,25
m20,HOMELESS MAN,13
m20,JEAN,52
m20,KIMBALL,84
m20,MAITRE D',6
m20,MRS. WOLFE,8
m20,OWEN,14
m20,PRICE,25
m20,VAN PATTEN,12
m20,VICTORIA,8
m200,BEEMER,4
m200,EDUARDO,4
m200,FAITH,47
m200,KEITH,10
m200,LENNY,231
m200,MACE,118
m200,MAX,70
m200,STRICKLAND,5
m200,TICK,18
m200,TRAN,18
m200,ZANDER,4
m201,CANDY,3
m201,DAITZ,5
m201,DUNCAN,5
m201,DYLAN,23
m201,EAGLEFOOT,7
m201,FOREMAN,4
m201,HAROLD,15
m201,JANITA,6
m201,KOESSLER,63
m201,KULOK,102
m201,LOW,58
m201,MACKELWAY,226
m201,MURMAN,16
m201,SALINAS,37
m201,ZERO,8
m202,ANSWERING MACHINE,11
m202,BLONDE,12
m202,BRUNETTE,20
m202,CHARLES,14
m202,CHRISTY,16
m202,DEALER,5
m202,LISA,17
m202,LORRAINE,22
m202,MICHELLE,13
m202,MIKE,338
m202,NIKKI,8
m202,ROB,74
m202,SUE,68
m202,TRENT,191
m202,WAITRESS,8
m203,BONASERA,12
m203,CARLO,11
m203,CLEMENZA,20
m203,CONNIE,7
m203,DON CORLEONE,61
m203,DON TOMMASSINO,9
m203,FABRIZZIO,10
m203,FREDO,8
m203,HAGEN,65
m203,JOHNNY,5
m203,KAY,55
m203,MICHAEL,154
m203,MOE,9
m203,NAZORINE,4
m203,NURSE,4
m203,PAULIE,7
m203,PRIEST,4
m203,SOLLOZZO,16
m203,SONNY,59
m203,TESSIO,6
m203,VITELLI,4
m203,VOICE,3
m203,WOLTZ,3
m204,DICKIE,118
m204,FREDDIE,21
m204,HERBERT GREENLEAF,22
m204,JOAN,4
m204,MACCARRON,5
m204,MARGE,104
m204,MEREDITH,39
m204,PETER,65
m204,RIPLEY,279
m204,ROVERINI,26
m204,VERRECCHIA,8
m205,ANDY,12
m205,BETSY,89
m205,CONCESSION GIRL,4
m205,DOUGHBOY,25
m205,IRIS,56
m205,MAN IN BUSINESS SUIT,4
m205,PALANTINE,7
m205,PERSONNEL OFFICER,17
m205,SECRET SERVICE MAN,8
m205,SPORT,12
m205,TOM,29
m205,TRAVIS,206
m205,WIZARD,36
m206,CARLA,6
m206,GOODSPEED,39
m206,MASON,22
m206,SANCHEZ,8
m207,ADELE,74
m207,CLYDE,20
m207,DOYLE,10
m207,ELDRIDGE,17
m207,FITTS,8
m207,HARRY,46
m207,JERRY,11
m207,LARDNER,35
m207,LEO,42
m207,LUKE,109
m207,MRS. TERWILLIGER,8
m207,OLD TIM,15
m207,PETE,131
m207,SANDRA,6
m207,SAUNDERS,5
m207,STANTON,9
m207,SUPER,7
m208,ANNIE,59
m208,CATHY,31
m208,CLERK,31
m208,DEKE,12
m208,HARRY'S VOICE,3
m208,HELEN,4
m208,LYDIA,83
m208,MALONE,15
m208,MAN,9
m208,MELANIE,308
m208,MITCH,231
m208,MRS. BUNDY,31
m208,MRS. MACGRUDER,16
m208,SALESMAN,11
m208,SHOLES,16
m208,WOMAN,5
m209,FETTES,87
m209,GEORGINA,11
m209,GRAY,68
m209,JOSEPH,14
m209,MACFARLANE,113
m209,MEG,24
m209,MRS. MACBRIDE,3
m209,MRS. MARSH,20
m21,ALICE,65
m21,BARTON,13
m21,BRIAN,11
m21,CYBER PUNDIT,6
m21,DANNY,4
m21,GARY,56
m21,LARRY,16
m21,LARRY KING,6
m21,LEN,8
m21,LISA,62
m21,MILO,214
m21,PHIL,19
m21,RANDY,11
m21,REDMOND,8
m21,SHROT,15
m21,TEDDY,12
m210,ALEX,71
m210,CAPTAIN,29
m210,DUTTON,11
m210,ERIN,45
m210,ERLICH,7
m210,MADDEN,12
m210,RANDALL,23
m210,TOMMY,8
m210,TOOMEY,4
m210,TRACY,6
m210,WALSH,10
m211,BARNHARDT,32
m211,BOBBY,56
m211,CAPTAIN,4
m211,HARLEY,28
m211,HELEN,77
m211,HILDA,8
m211,JEWELER,4
m211,KLAATU,131
m211,LIEUTENANT,10
m211,MAJOR,4
m211,TOM,30
m212,ALAN,29
m212,DAVID,19
m212,EDGAR,38
m212,GRANDPA,17
m212,LADDIE,7
m212,LUCY,70
m212,MAX,26
m212,MICHAEL,96
m212,SAM,110
m212,STAR,40
m213,BENNINGS,6
m213,BLAIR,30
m213,CHILDS,56
m213,CLARK,7
m213,DR. COPPER,22
m213,FUCHS,4
m213,GARRY,37
m213,MACREADY,107
m213,NAULS,31
m213,NORRIS,12
m213,PALMER,25
m213,SANCHEZ,14
m214,ALEXANDER,268
m214,DEAN FULTON,15
m214,EMMA,34
m214,KALEN,29
m214,KORUS,19
m214,MARA,67
m214,MOTORIST,6
m214,MRS. WATCHIT,15
m214,OVERLORD,28
m214,PHILBY,47
m214,THIN MAN,4
m214,VOX,42
m214,VOX KIOSK,5
m215,BECKER,46
m215,DAMON,8
m215,DR. GRIES,11
m215,DR. LORENSON,5
m215,DR. MORGAN,4
m215,JACKIE,76
m215,JEAN,6
m215,LORENSON,50
m215,MACKENZIE,16
m215,STARKS,214
m215,TENNY,6
m215,WAITRESS,33
m216,DARRYL,9
m216,HAL,46
m216,HARLAN,8
m216,J.D.,30
m216,JIMMY,46
m216,LENA,5
m216,LOUISE,246
m216,MAJOR,4
m216,MAX,9
m216,PATROLMAN,6
m216,SARAH,8
m216,THELMA,244
m216,TRUCKER,11
m217,BOSS'S DISABLED BROTHER,5
m217,DETECTIVE CAVALLO,4
m217,DOM,65
m217,DR. LALONDE,6
m217,FRIEND #1,5
m217,HEALY,170
m217,HITCHHIKER,10
m217,JOANIE,9
m217,MAGDA,34
m217,MARY,181
m217,MARY'S DAD,12
m217,MARY'S MOM,5
m217,POLICE OFFICER,7
m217,RENISE,5
m217,SULLY,24
m217,TED,218
m217,TUCKER,51
m217,WARREN,6
m218,ADMIRAL ANDERSON,7
m218,BOBBY,46
m218,BUNDY,11
m218,DOBRYNIN,3
m218,FOMIN,5
m218,GENERAL TAYLOR,10
m218,HELEN,7
m218,KENNY,92
m218,KEVIN,4
m218,MCCONE,4
m218,MCNAMARA,17
m218,RESTON,13
m218,SCALI,5
m218,THE PRESIDENT,64
m219,CARL,6
m219,CLEAR MOON,4
m219,COOCH,82
m219,CROW HORSE,99
m219,DENNIS,4
m219,LOOKS TWICE,4
m219,MAGGIE,13
m219,RADIO,10
m219,RAY,191
m219,TULLY,9
m219,YELLOW BIRD,17
m22,ALOTTA,18
m22,ANDY WARHOL,4
m22,AUSTIN,171
m22,BASIL EXPOSITION,44
m22,CLERK,6
m22,COMMANDER GILMOUR,6
m22,DESTRUCTACON,4
m22,DR. EVIL,56
m22,FRAU FARBISSINA,12
m22,GUARD,6
m22,MICK JAGGER,4
m22,MRS. KENSINGTON,13
m22,MUSTAFA,8
m22,NUMBER TWO,5
m22,RADAR OPERATOR,6
m22,SCOTT EVIL,24
m22,THERAPIST,11
m22,VANESSA,85
m220,CHARLIE,123
m220,CHP,8
m220,COUGAR,21
m220,FUNGUS,31
m220,GIRL,4
m220,GOOSE,69
m220,HOLLYWOOD,14
m220,ICE,19
m220,ICEMAN,5
m220,JESTER,9
m220,MAVERICK,250
m220,SLIDER,10
m220,STINGER,11
m220,VIPER,41
m220,WIZARD,3
m220,WOLFMAN,16
m221,BENNY,19
m221,CALLER,4
m221,CLERK,6
m221,COHAAGEN,29
m221,DR. LULL,20
m221,EDGEMAR,13
m221,EVERETT,6
m221,GEORGE,11
m221,HARRY,15
m221,HELM,11
m221,JOHNNY,6
m221,LORI,42
m221,MCCLANE,26
m221,MELINA,45
m221,QUAID,181
m221,RICHTER,31
m221,STEVENS,4
m222,BURT,30
m222,EARL,126
m222,EDGAR,5
m222,HEATHER,10
m222,JIM,7
m222,MEGAN,6
m222,OLD FRED,5
m222,PHAM VAN,5
m222,RHONDA,36
m222,VAL,134
m223,BADALATO,8
m223,BALLISTICS EXPERT,6
m223,CONNIE,5
m223,EDDIE,195
m223,ESPARZA,8
m223,FULTON,4
m223,GANG EXPERT,4
m223,JUDGE,9
m223,KITTY,28
m223,MRS. ESPARZA,7
m223,MS. GORDON,5
m223,ORTEGA,14
m223,REYNARD,53
m223,ROGER,65
m223,SHU,18
m223,SKLAROFF,6
m223,STIPE,13
m224,ALBERT,7
m224,BOB'S VOICE,7
m224,BOBBY,17
m224,CABLE,9
m224,CARL,16
m224,CLIFF,5
m224,COLE,14
m224,COOPER,28
m224,DESMOND,78
m224,DONNA,47
m224,ED,7
m224,HAROLD,9
m224,IRENE,10
m224,JACK,7
m224,JACOBY,5
m224,JACQUES,7
m224,JAMES,23
m224,JERRY,7
m224,JOSIE,5
m224,LAURA,141
m224,LELAND,38
m224,LEO,5
m224,MAN FROM ANOTHER PLACE,3
m224,NORMA,6
m224,PETE,8
m224,SARAH,20
m224,SHELLY,8
m224,STANLEY,46
m224,TERESA,5
m224,TRUMAN,7
m225,ABRAMS,3
m225,ALITO,12
m225,BISHOP,14
m225,CLAIRE,9
m225,CONCANNON,63
m225,DONEGHY,11
m225,DR. THOMPSON,39
m225,DR. TOWLER,25
m225,GALVIN,268
m225,GRUBER,16
m225,JIMMY,4
m225,JUDGE,38
m225,KATHY,32
m225,LAURA,46
m225,MAID,4
m225,MARY ROONEY,11
m225,MICKEY,70
m225,ROONEY,4
m225,SALLY,12
m225,TOWLER,12
m225,VOICE,14
m225,YOUNG LAWYER,4
m226,ALONZO HOGUE,7
m226,CHIEF OF STAFF,3
m226,CLAYTON,62
m226,COLONEL,8
m226,FIDDLER,4
m226,GENERAL MANN,6
m226,GRATZMAN,4
m226,M.P. DRIVER,4
m226,PASTOR COLLINS,10
m226,RADIO VOICE,3
m226,RANGER,3
m226,SALVADOR,5
m226,SECRETARY,5
m226,SHERIFF,4
m226,SYLVIA,46
m226,WASH PERRY,13
m227,BOB,14
m227,CHASE,20
m227,DR. HEFNER,16
m227,DYLAN,30
m227,HEATHER,145
m227,HIGHWAY PATROLMAN #1,4
m227,HOST,4
m227,JOHN SAXON,16
m227,JULIE,6
m227,MAN'S VOICE,4
m227,ROBERT ENGLUND,9
m227,SARA,7
m227,WES,15
m228,ALICE,16
m228,ALL,4
m228,BILL,15
m228,CHARLES,6
m228,CHUCK,98
m228,COMMANDER,4
m228,DOWNING,5
m228,FRANCIS,18
m228,GEORGE,12
m228,JOHN,46
m228,LAWFORD,14
m228,MIDDY,5
m228,PHIL,42
m228,RICK,13
m228,ROBIN,47
m228,SANDERS,14
m228,SKIPPER,112
m228,TERRY,5
m228,TOD,17
m228,TYLER,9
m228,WILL,6
m229,ARTIE,4
m229,BEANY,5
m229,BLACK MAN,4
m229,BOBBY,47
m229,BUCK,4
m229,CALLER #1,3
m229,CHET,8
m229,DROP SHADOW,10
m229,ERV,3
m229,GEORGE,4
m229,GOOD WITCH,3
m229,IDIOT PUNK,3
m229,JOHNNIE,50
m229,LULA,243
m229,MANAGER,3
m229,MARIETTA,92
m229,PACE,10
m229,PERDITA,17
m229,REGGIE,21
m229,REPORTER,5
m229,SAILOR,242
m229,SANTOS,39
m23,BAILEY,6
m23,DR. DARLING,13
m23,EMMA,194
m23,FATHER,13
m23,INVISIBLE JONES,15
m23,MOTHER,37
m23,OLD LADY,6
m23,PORTER,5
m23,SIR AUGUST,10
m23,STEED,157
m23,VALENTINE,32
m23,VOICE,10
m230,CRABTREE,102
m230,GOATEE KID,5
m230,GRADY,398
m230,GREENHUT,12
m230,HANK,11
m230,HANNAH GREEN,33
m230,JAMES LEER,145
m230,MISS SLOVIAK,15
m230,OFFICER PUPCIK,7
m230,SARA,70
m230,SARA'S VOICE,9
m230,TRAXLER,11
m230,VERNON,15
m230,VERNON HARDAPPLE,4
m230,WALTER,4
m230,WALTER'S VOICE,9
m231,CARLOS,53
m231,GIRL,24
m231,LUCAS,40
m231,MAN,5
m231,MARYKAY,6
m231,ROBIN,26
m231,ROSEN,92
m231,VICKI,113
m231,WALTER,329
m232,BUD,119
m232,CATFISH,18
m232,COFFEY,18
m232,HIPPY,35
m232,JAMMER,9
m232,LINDSEY,113
m232,MONK,13
m232,ONE NIGHT,8
m232,SONNY,5
m233,ANNA,27
m233,ANNA'S FATHER,4
m233,CARABINIERE,5
m233,CLAUDIA,107
m233,CORRADO,33
m233,ETTORE,4
m233,FATHER,7
m233,GIULIA,30
m233,GOFFREDO,8
m233,LIEUTENANT,4
m233,MAN'S VOICE,8
m233,MARSHAL,12
m233,MIDWIFE,4
m233,OLD MAN,5
m233,PATRIZIA,41
m233,RAIMONDO,7
m233,SANDRO,116
m233,WOMAN'S VOICE,8
m233,YOUNG SAILOR,4
m233,ZURIA,10
m234,AGNES,225
m234,ELDERLY NUN,3
m234,EVE,5
m234,LARRY,8
m234,LEVEAU,10
m234,MAMA,7
m234,MARTHA,390
m234,MONSIGNOR,7
m234,MOTHER MIRIAM,194
m234,SISTER ANNE,5
m235,AUDREY,3
m235,BLONDE,5
m235,BOY,20
m235,BOYS,4
m235,DIRECTOR,7
m235,FLOOR MANAGER,3
m235,FRANK,6
m235,GEORGE,51
m235,GIRL,31
m235,GRANDFATHER,59
m235,JOHN,94
m235,MILLIE,13
