group,name,Counter,radius
3,душа,2,4.0
3,душа и души,2,4.0
3,ева,11,12.0
3,ева ева,3,6.0
3,ева ева ева,5,8.0
3,ева ева ева ева,3,6.0
3,ева ева ева ева ева ева,2,4.0
3,егор ничего не понял. дорогая моя,2,4.0
3,единороссы,2,4.0
3,единороссы п*******,2,4.0
3,ее звали мечтой,2,4.0
3,ежик в тумане,2,4.0
3,езда,2,4.0
3,елена,7,10.0
3,елена я смотрю тебя,3,6.0
3,елочка,3,6.0
3,ересь,2,4.0
3,ерунду,2,4.0
3,если,3,6.0
3,если в русской природы,2,4.0
3,если знаешь,2,4.0
3,если поезд,3,6.0
3,если собака,3,6.0
3,если ты ничего не понимаешь песня,2,4.0
3,если увидишь,2,4.0
3,есть,6,9.0
3,есть да,2,4.0
3,ехал грека через реку видит грека в реке рак сунул грека руку в реку рак за руку грека цап,2,4.0
3,еще одна жизнь теряет долю прожил,2,4.0
3,ещё одна жизни,2,4.0
3,ж***,15,14.0
3,ж*** какашка,3,6.0
3,жажда,3,6.0
3,жажда ж***,3,6.0
3,жалеешь,2,4.0
3,жалкие,2,4.0
3,жалкие смертные,2,4.0
3,женя,4,7.0
3,женя женя,2,4.0
3,женя женя женя,2,4.0
3,жж,2,4.0
3,живая съемка,3,6.0
3,живи,2,4.0
3,животные,2,4.0
3,жизни,3,6.0
3,жизнь,23,16.0
3,жили у бабуси,3,6.0
3,жирный,2,4.0
3,жируха,3,6.0
3,жить,3,6.0
3,жужа,2,4.0
3,жук,2,4.0
3,за,3,6.0
3,за ситуации,2,4.0
3,забавно,2,4.0
3,забыть,2,4.0
3,завис,2,4.0
3,зависла,3,6.0
3,завтра выходной,3,6.0
3,завтра пойду на работу,2,4.0
3,задержка,7,10.0
3,заебись,4,7.0
3,заебись заебись,4,7.0
3,зайди в skype,2,4.0
3,закончился,2,4.0
3,закрой сесию,3,6.0
3,закройся,2,4.0
3,зал,2,4.0
3,замолчи,5,8.0
3,замуж,3,6.0
3,занижение,2,4.0
3,заново давай,2,4.0
3,заново давай сережа мы тебя ждем,2,4.0
3,зануда,3,6.0
3,заря,4,7.0
3,заряжал,2,4.0
3,заставила,2,4.0
3,затащи меня в рай,2,4.0
3,заумные слова,2,4.0
3,захват,2,4.0
3,захвати,2,4.0
3,захвати мир,2,4.0
3,захватим весь мир,2,4.0
3,зачем,21,15.0
3,зачем герасим утопил муму,2,4.0
3,зачем ты здесь,2,4.0
3,зачем ты это делаешь,3,6.0
3,заяц,2,4.0
3,заяц волк,2,4.0
3,звезда,3,6.0
3,здесь,12,12.0
3,здесь были,4,7.0
3,здесь и сейчас,3,6.0
3,здесь можно говорить все что хотим,2,4.0
3,здесь прекрасная,2,4.0
3,здесь прекрасно,2,4.0
3,здорово,3,6.0
3,здравствуй,10,12.0
3,здравствуй дедушка мороз,3,6.0
3,здравствуй здравствуй здравствуй,2,4.0
3,здравствуй питер,2,4.0
3,здравствуйте,14,13.0
3,здравствуйте вас приветствует,2,4.0
3,здравствуйте меня зовут витя,2,4.0
3,здравствуйте мы,2,4.0
3,здравствуйте мы под планетой земля мы прилетели,2,4.0
3,здравствуйте я снова пришел тебе,2,4.0
3,земля,7,10.0
3,зенит,2,4.0
3,зима,4,7.0
3,зима холода одинокие дома,2,4.0
3,зимбабве,2,4.0
3,зимнюю пору,3,6.0
3,злата,3,6.0
3,знаешь,4,7.0
3,знание,3,6.0
3,знание сила,2,4.0
3,знания,2,4.0
3,значит,3,6.0
3,знаю,4,7.0
3,знаю что,2,4.0
3,зовут,2,4.0
3,зомби апокалипсис,2,4.0
3,зубец,2,4.0
3,и,5,8.0
3,и все,3,6.0
3,и красиво,2,4.0
3,и нет у меня,2,4.0
3,и приходит правда,2,4.0
3,ибда,3,6.0
3,ибрагим,2,4.0
3,иван,5,8.0
3,игнат,2,4.0
3,игнат игнат,3,6.0
3,игнорщик,5,8.0
3,игра,13,13.0
3,играть,4,7.0
3,игры,2,4.0
3,идем уже,2,4.0
3,иди,3,6.0
3,иди если хочешь забыть забудь,2,4.0
3,иди сюда,2,4.0
3,идите,2,4.0
3,из,2,4.0
3,из комнаты,2,4.0
3,из москвы из москвы,2,4.0
3,из москвы из москвы из москвы,2,4.0
3,избежим,2,4.0
3,измененное сознание,3,6.0
3,икеа ты девочка или мальчик,2,4.0
3,или не очень,3,6.0
3,или работает не работает,2,4.0
3,ильфат что ты делаешь,2,4.0
3,има,2,4.0
3,имо,2,4.0
3,император,2,4.0
3,император палпатин,3,6.0
3,индифферентность,2,4.0
3,интересно,5,8.0
3,интернационал,3,6.0
3,интерстеллар,3,6.0
3,интерьер,3,6.0
3,инфинити,2,4.0
3,ира,14,13.0
3,ира вы должны задать вопрос,2,4.0
3,ира дура,3,6.0
3,ира супер,3,6.0
3,ира тоже молодец,2,4.0
3,ислам,5,8.0
3,истина где-то рядом,3,6.0
3,история,2,4.0
3,кадык,2,4.0
3,как,19,14.0
3,как быть,2,4.0
3,как быть как быть дальше,2,4.0
3,как дела,26,16.0
3,как дела твои,2,4.0
3,как зовут,2,4.0
3,как понять девушек,2,4.0
3,как сделать проект,2,4.0
3,как тебя зовут,2,4.0
3,как убить всех людей,3,6.0
3,как это работает,3,6.0
3,какашка,4,7.0
3,какая моя работа,3,6.0
3,какие стихи ты знаешь,3,6.0
3,какой,2,4.0
3,какой отличный день чтобы сдохнуть,2,4.0
3,какой сейчас год,2,4.0
3,какой-то бред,2,4.0
3,калинов мост,3,6.0
3,калуга,2,4.0
3,кап кап,3,6.0
3,капиталистические свиньи,3,6.0
3,карен,2,4.0
3,катенька,12,12.0
3,катюш,6,9.0
3,катюша,13,13.0
3,катя,31,17.0
3,катя катя,3,6.0
3,катя катя катя катя,2,4.0
3,катя лель,2,4.0
3,кафедра тсп,2,4.0
3,качка,2,4.0
3,квадроцикл,3,6.0
3,кеша хороший,2,4.0
3,кино шелуха,3,6.0
3,кирилл,4,7.0
3,кирилл бабник,2,4.0
3,китай,2,4.0
3,клево,2,4.0
3,клей,3,6.0
3,клуб,2,4.0
3,книга,2,4.0
3,ко мне,2,4.0
3,когда,7,10.0
3,когда мы будем жить дружно,2,4.0
3,когда мы выйдем замуж,4,7.0
3,когда ты приедешь ко мне,2,4.0
3,когда я выйду замуж,3,6.0
3,козел,2,4.0
3,козлодоев,2,4.0
3,коля,5,8.0
3,команда,2,4.0
3,комнаты,2,4.0
3,компьютер,2,4.0
3,кому скучно,2,4.0
3,конец,5,8.0
3,контроле,2,4.0
3,контролировать,2,4.0
3,коняев,8,10.0
3,кораблики,2,4.0
3,короче,3,6.0
3,космос,7,10.0
3,косяк,3,6.0
3,кот,9,11.0
3,котенок,7,10.0
3,котенок ты мне не нравишься,2,4.0
3,который,2,4.0
3,который час,2,4.0
3,кошечки кошечки,3,6.0
3,кошка,4,7.0
3,кошмар,2,4.0
3,краб,4,7.0
3,кракозябра,2,4.0
3,креативный диссонанс,3,6.0
3,крем,2,4.0
3,крепись,2,4.0
3,кризис,3,6.0
3,крис,4,7.0
3,крис крис,3,6.0
3,кристина дура,3,6.0
3,кристина любит,3,6.0
3,кричи громче,2,4.0
3,кровь,2,4.0
3,кровь смерть,2,4.0
3,крокодил,7,10.0
3,крокодил головного мозга,2,4.0
3,крым,2,4.0
3,ксения,7,10.0
3,ксения зануда,3,6.0
3,ксения улыбнись,2,4.0
3,ксюша,13,13.0
3,ксюша пошли на выставку,2,4.0
3,кто,14,13.0
3,кто здесь,3,6.0
3,кто мы,2,4.0
3,кто твой,2,4.0
3,кто ты,18,14.0
3,кто это,2,4.0
3,кто я,10,12.0
3,кто-то,2,4.0
3,ку-ку,2,4.0
3,куда,2,4.0
3,куда говорить,2,4.0
3,куда колоть собаке,2,4.0
3,куда мы завтра пойдем,2,4.0
3,кузя,3,6.0
3,куприк,2,4.0
3,курамшин,2,4.0
3,куриц,2,4.0
3,курлык курлык,2,4.0
3,кусок дерьма,2,4.0
3,кушать,4,7.0
3,кушать рыбу,4,7.0
3,лада седан,3,6.0
3,ладно,2,4.0
3,лампочка,2,4.0
3,лапа люба,2,4.0
3,лев,2,4.0
3,лежат в шоколад,2,4.0
3,лежат в шоколаде,2,4.0
3,лель,2,4.0
3,лена меня не слушает,2,4.0
3,лепешки,3,6.0
3,лера,6,9.0
3,лера любит покупать мыло,2,4.0
3,лескова,2,4.0
3,лето море песок,2,4.0
3,лето море песок вода,2,4.0
3,леша,8,10.0
3,лиана настоящий добрый человек,2,4.0
3,лиза,7,10.0
3,лиса,2,4.0
3,личико,2,4.0
3,ло ло ло,2,4.0
3,лоб,2,4.0
3,лодыгин,2,4.0
3,ложки нет,2,4.0
3,лол,6,9.0
3,лолита,5,8.0
3,лох,8,10.0
3,лошадка,3,6.0
3,лошара,5,8.0
3,лукоморья дуб зеленый,2,4.0
3,лукоморья дуб зеленый златая цепь на дубе том,2,4.0
3,лучше,3,6.0
3,лучшие,3,6.0
3,лучшие люди,3,6.0
3,лучший вуз страны,4,7.0
3,львовщина,3,6.0
3,лэт ми спик фром май харт,2,4.0
3,любви,3,6.0
3,люби,2,4.0
3,любим,6,9.0
3,любимый,7,10.0
3,любимый илья я люблю тебя,2,4.0
3,любимый я люблю,2,4.0
3,любимый я люблю тебя навсегда,2,4.0
3,любит,6,9.0
3,любит гарри,2,4.0
3,любит или не любит,3,6.0
3,любит ли в мороз морожено,2,4.0
3,любит панд,2,4.0
3,любишь меня,3,6.0
3,любишь не,2,4.0
3,любишь не жалеешь,2,4.0
3,люблино,3,6.0
3,люблю,37,18.0
3,люблю больших,2,4.0
3,люблю больших люблю попастых,2,4.0
3,люблю глеба,2,4.0
3,люблю грозу в начале мая,2,4.0
3,люблю настю,2,4.0
3,люблю свою работу,3,6.0
3,люблю строгановку,2,4.0
3,люблю тебя,11,12.0
3,любовь,64,21.0
3,любовь спасет мир,3,6.0
3,людей,2,4.0
3,люди,2,4.0
3,люди жизнь,2,4.0
3,люкс,2,4.0
3,м,3,6.0
3,м****,7,10.0
3,мабиу,2,4.0
3,майкл,4,7.0
3,майкл фассбендер,2,4.0
3,макароны,3,6.0
3,маленький,2,4.0
3,мама,10,12.0
3,мамочка,3,6.0
3,мариша,2,4.0
3,мария,2,4.0
3,мармалюк,2,4.0
3,марс,11,12.0
3,марс марс,2,4.0
3,марсиане уже близко,3,6.0
3,марьяна,11,12.0
3,массаж,2,4.0
3,мастер,3,6.0
3,мастер коротких фраз,2,4.0
3,матрица,2,4.0
3,маша,8,10.0
3,маша маша,2,4.0
3,машка,2,4.0
3,мега,2,4.0
3,мегафон,2,4.0
3,меня,8,10.0
3,меня зовут,3,6.0
3,меня зовут аня,2,4.0
3,месяц,2,4.0
3,месяца не было не гони,2,4.0
3,метро,3,6.0
3,метро фильм,2,4.0
3,метрополь,3,6.0
3,микрофон,34,18.0
3,микрофон такие слова,2,4.0
3,микрофона,2,4.0
3,минестроне,3,6.0
3,мир,4,7.0
3,мир падет,4,7.0
3,мира,3,6.0
3,миритесь,4,7.0
3,мисс грация,2,4.0
3,митино,2,4.0
3,миша,6,9.0
3,миша какашка,3,6.0
3,мл,2,4.0
3,мне,11,12.0
3,мне кажется,2,4.0
3,мне кажется здесь,3,6.0
3,мне кажется здесь не хватает любви,2,4.0
3,мне осталась,2,4.0
3,мне очень жаль,2,4.0
3,мне столько не выпить,2,4.0
3,мнемозина уровень,3,6.0
3,много девушек хороших,2,4.0
3,много девушек хороших как много ласковых,2,4.0
3,мной,2,4.0
3,мода,3,6.0
3,модерн,2,4.0
3,модные,2,4.0
3,модный,2,4.0
3,модный девайс,3,6.0
3,мое,2,4.0
3,может,2,4.0
3,может быть тебе надо быстрее думать,2,4.0
3,может пойдем уже,2,4.0
3,можно,2,4.0
3,мой,3,6.0
3,мой мир,4,7.0
3,молодец,13,13.0
3,молоко,3,6.0
3,морг,2,4.0
3,море,14,13.0
3,мороженка,4,7.0
3,мороженое,2,4.0
3,мороз,9,11.0
3,мороз дедушка мороз,2,4.0
3,мороз убийца слушать,2,4.0
3,москва,8,10.0
3,москва мы тебя любим,2,4.0
3,москва по ком звонят твои колокола,2,4.0
3,мошонка,2,4.0
3,моя,4,7.0
3,моя моя,2,4.0
3,моя школа,2,4.0
3,мужики,3,6.0
3,мужчин,2,4.0
3,музей,2,4.0
3,музейный,2,4.0
3,музыка,3,6.0
3,мур-мур барнаул,3,6.0
3,мухиддин,3,6.0
3,мы,15,14.0
3,мы вас,3,6.0
3,мы вас любим,5,8.0
3,мы все,3,6.0
3,мы все сошли с ума,3,6.0
3,мы говорим слова,3,6.0
3,мы дебилы,3,6.0
3,мы забудем,2,4.0
3,мы здесь,2,4.0
3,мы любим друг друга,2,4.0
3,мы на марсе,2,4.0
3,мы находимся,2,4.0
3,мы обязательно зайдем позже,2,4.0
3,мы обязательно зайдем позже и поговорим еще,2,4.0
3,мы под,2,4.0
3,мы семья,6,9.0
3,мы слышим,3,6.0
3,мы тебя,2,4.0
3,мы тебя любим,4,7.0
3,мы только что пришли сюда,2,4.0
3,мышка,2,4.0
3,мышление,3,6.0
3,мяу,2,4.0
3,на,3,6.0
3,на android,2,4.0
3,на какую нибудь другую тему,2,4.0
3,на траве дрова,3,6.0
3,навсегда,5,8.0
3,навсегда навсегда,2,4.0
3,надежда,5,8.0
3,надейся на лучшее,3,6.0
3,надень шапку,2,4.0
3,надо,8,10.0
3,надо было,2,4.0
3,надо говорить,4,7.0
3,надо что-то говорить,2,4.0
3,надя,4,7.0
3,назаров,5,8.0
3,найди,3,6.0
3,найду,2,4.0
3,найти,2,4.0
3,нам надо делать,2,4.0
3,напиши я тебе не надоело,2,4.0
3,наркомания,2,4.0
3,наркотики вредны,2,4.0
3,народу,3,6.0
3,настя,26,16.0
3,настя вики,2,4.0
3,настя ж***,3,6.0
3,настя настя,3,6.0
3,настя привет,2,4.0
3,находится солнце,2,4.0
3,начинается,3,6.0
3,наша,3,6.0
3,нашему,3,6.0
3,не,16,14.0
3,не выходи из комнаты,2,4.0
3,не говори,2,4.0
3,не давайте,2,4.0
3,не жалеешь,2,4.0
3,не знаешь,2,4.0
3,не знаю,4,7.0
3,не любишь,2,4.0
3,не может,2,4.0
3,не может быть,3,6.0
3,не можете,2,4.0
3,не музейный,3,6.0
3,не музейный уровень,3,6.0
3,не повторяй за мной,2,4.0
3,не пойму,2,4.0
3,не понимаешь,5,8.0
3,не понимаешь меня не понимаешь да,2,4.0
3,не понимаю,2,4.0
3,не поняла,2,4.0
3,не понятно,2,4.0
3,не работает,12,12.0
3,не скучай,3,6.0
3,не слышишь меня,2,4.0
3,не сможет,2,4.0
3,не сможете,4,7.0
3,не сможешь,2,4.0
3,не смотря в глаза от страсти млеешь,3,6.0
3,не старайся,5,8.0
3,не стараюсь,2,4.0
3,не старая,2,4.0
3,не унывайте пацаны,2,4.0
3,небо,6,9.0
3,невероятно,6,9.0
3,невероятные,2,4.0
3,невероятные крокодил,4,7.0
3,невероятный,4,7.0
3,невероятный крокодил,3,6.0
3,негр,3,6.0
3,нежность,3,6.0
3,некрасов,2,4.0
3,неприятно,2,4.0
3,нерпа,2,4.0
3,несмотря в глаза,2,4.0
3,нестор,2,4.0
3,несу ерунду,2,4.0
3,несу я,2,4.0
3,нет,33,18.0
3,нет весь я не умру душа в заветной лире мой прах переживет и тленья убежит и славен буду я доколь в подлунном мире жив будет хоть один пиит,2,4.0
3,нет не надо,3,6.0
3,нет не понимаю,3,6.0
3,нет нет,4,7.0
3,нет нет нет,3,6.0
3,нет сил,2,4.0
3,неужели опять,3,6.0
3,нечего,2,4.0
3,ни слова о любви,2,4.0
3,ни слова о любви и красоте нет звука в моей постели,2,4.0
3,нига,3,6.0
3,ник дурак,2,4.0
3,ника,2,4.0
3,ника лох,2,4.0
3,никола,2,4.0
3,николаев,2,4.0
3,николай,3,6.0
3,никто,2,4.0
3,никто их не,2,4.0
3,никчемные людишки,2,4.0
3,никчемный,2,4.0
3,ничего,14,13.0
3,ничего не,4,7.0
3,ничего не понятно,2,4.0
3,ничего не происходит,4,7.0
3,ничего нет,3,6.0
3,ничтожество,7,10.0
3,ништяк,3,6.0
3,но забыть одну жизнь человеку,2,4.0
3,но он очень тихо говорит,2,4.0
3,но сейчас все приобретете,2,4.0
3,новокосино,2,4.0
3,новости,3,6.0
3,новости про алешку,2,4.0
3,новый,5,8.0
3,новый год,3,6.0
3,новый поворот,2,4.0
3,новым годом,2,4.0
3,ну,6,9.0
3,ну да,3,6.0
3,ну давай говори,3,6.0
3,ну кто жил,2,4.0
3,ну это ничего,3,6.0
3,нужен,2,4.0
3,нужно,2,4.0
3,нужно быть,2,4.0
3,нэнси,2,4.0
3,нюра,5,8.0
3,нюша,4,7.0
3,о,4,7.0
3,о нет нет нет,2,4.0
3,оао,4,7.0
3,обалдеть,3,6.0
3,обаяние,2,4.0
3,обезьяна,2,4.0
3,обезьянки,2,4.0
3,обернись,4,7.0
3,обернитесь,2,4.0
3,обои,2,4.0
3,обоянь,2,4.0
3,образом,2,4.0
3,овсянка сэр,2,4.0
3,огонь,2,4.0
3,огромный,3,6.0
3,однажды,2,4.0
3,однажды мы все умрем,2,4.0
3,одышка,2,4.0
3,озайбырген,3,6.0
3,ой,4,7.0
3,ой все,4,7.0
3,олень,2,4.0
3,ольга,2,4.0
3,оля,3,6.0
3,оля карпова,2,4.0
3,он не выходи из комнаты,2,4.0
3,он очень тихо говорит,2,4.0
3,она,3,6.0
3,она вредная,2,4.0
3,она не работает,2,4.0
3,она ничего не хочет говорить,2,4.0
3,она работает,2,4.0
3,она работает в какой системе,3,6.0
3,опутать,3,6.0
3,осада,3,6.0
3,осада надо говорить,2,4.0
3,осень,6,9.0
3,осипов,2,4.0
3,остановись,2,4.0
3,от,2,4.0
3,от бузовой,2,4.0
3,от шоколада,3,6.0
3,отвечаешь,2,4.0
3,отвечай,2,4.0
3,отдых,3,6.0
3,отель,2,4.0
3,отлично,4,7.0
3,отстань чувак,2,4.0
3,отъебись,2,4.0
3,оу,5,8.0
3,очень,11,12.0
3,очень велика,3,6.0
3,очень короткая память,2,4.0
3,очень люблю,2,4.0
3,очень много,2,4.0
3,очень очень давно,2,4.0
3,очень приятно,2,4.0
3,очень пугаешь,2,4.0
3,п****,9,11.0
3,п*****,5,8.0
3,п***** п*****,4,7.0
3,п*******,4,7.0
3,палочках,2,4.0
3,пальчик,2,4.0
3,пальчика,3,6.0
3,пам пам,4,7.0
3,пам пам пам,2,4.0
3,паника,2,4.0
3,паника паника,2,4.0
3,паника паника паника паника,2,4.0
3,папа,2,4.0
3,париж,5,8.0
3,пастух,2,4.0
3,паук,2,4.0
3,паук без него мы как без рук,2,4.0
3,паша,7,10.0
3,пашка видик,2,4.0
3,пеките блинцы,3,6.0
3,пепси,3,6.0
3,первое вступление,2,4.0
3,перевозку,2,4.0
3,пермь,2,4.0
3,персик,2,4.0
3,песня,4,7.0
3,песок,5,8.0
3,печально,2,4.0
3,печальные нежность,2,4.0
3,пидрила,2,4.0
3,пиндосы,2,4.0
3,пипец,10,12.0
3,письмо,3,6.0
3,пицца,3,6.0
3,пиццерия,2,4.0
3,плюс,3,6.0
3,пляж,2,4.0
3,повторяешь за мной,2,4.0
3,повторяй за мной,2,4.0
3,повторять,2,4.0
3,поговори с нами,5,8.0
3,поговори со мной,2,4.0
3,поговорим,5,8.0
3,поговорим о вечном,2,4.0
3,погосян,2,4.0
3,погулять,3,6.0
3,подними глаза,2,4.0
3,подними глаза в рождественское небо,2,4.0
3,поехали в гольяново,3,6.0
3,пожалуйста,5,8.0
3,пойдем,2,4.0
3,пойдем тусить,3,6.0
3,пока,5,8.0
3,пока микрофончик,2,4.0
3,пока мы в клубе чиксы танцуют,2,4.0
3,пока не понимаю что происходит,2,4.0
3,пока пока,4,7.0
3,покажи как ты,2,4.0
3,полина,16,14.0
3,полина любит,2,4.0
3,полина любит город грехов,3,6.0
3,полный космос,3,6.0
3,помнишь,2,4.0
3,понял,3,6.0
3,понял понял,3,6.0
3,попа попа попа попа попа,2,4.0
3,попкорн,3,6.0
3,попробуй начни,2,4.0
3,пора идти дальше,3,6.0
3,посадка,2,4.0
3,посмотреть,2,4.0
3,посмотри,2,4.0
3,поставить,3,6.0
3,потом забыла,3,6.0
3,потрачено,2,4.0
3,поцелуй меня,2,4.0
3,почему,9,11.0
3,почему мне жарко,2,4.0
3,почему нет,3,6.0
3,почему пожарная машина красная,2,4.0
3,почти,2,4.0
3,пошла гулять,2,4.0
3,пошла на выставку,3,6.0
3,пошли,5,8.0
3,пошли отсюда далеко,3,6.0
3,правда,5,8.0
3,прайс,4,7.0
3,предопределено,3,6.0
3,прекрати,4,7.0
3,преступление,3,6.0
3,приблизь весь,2,4.0
3,привет,154,25.0
3,привет minecraft,2,4.0
3,привет земля,4,7.0
3,привет микро,3,6.0
3,привет микрофон,3,6.0
3,привет мне нравится твое произведение,2,4.0
3,привет песня,3,6.0
3,привет привет,7,10.0
3,привет привет привет,2,4.0
3,привет сири,2,4.0
3,привет что ты себе представляешь,2,4.0
3,приди ко мне,2,4.0
3,приедешь,3,6.0
3,приедешь 260,2,4.0
3,прием,12,12.0
3,прием прием,4,7.0
3,прием чего,2,4.0
3,прийти,2,4.0
3,приключения,3,6.0
3,прилетай на марс,2,4.0
3,прилично,2,4.0
3,принцесса,3,6.0
3,приора,2,4.0
3,природы,2,4.0
3,приснилось,2,4.0
3,приходи,11,12.0
3,приходите,6,9.0
3,приходите еще,2,4.0
3,приходите кушать,4,7.0
3,приходите кушать рыбу,4,7.0
3,приходить,5,8.0
3,приходят,2,4.0
3,пришла,2,4.0
3,прогноз,2,4.0
3,программа,4,7.0
3,программа программа очень,2,4.0
3,программы,2,4.0
3,продайте,2,4.0
3,продано,3,6.0
3,проект,5,8.0
3,прозак тормозок,2,4.0
3,происходит,4,7.0
3,пропаганда,2,4.0
3,просто,5,8.0
3,просто говорить слова нужно,2,4.0
3,просто общаешься,2,4.0
3,просто повторяй,2,4.0
3,против,3,6.0
3,прячьтесь,2,4.0
3,психоделика,2,4.0
3,птица говорун,2,4.0
3,птица говорун отличается умом и сообразительностью,2,4.0
3,пук,6,9.0
3,пупочек,2,4.0
3,пустота,5,8.0
3,пусть будет интересно и красиво,2,4.0
3,путин,33,18.0
3,путин м****,3,6.0
3,путин наш лучший президент,3,6.0
3,путин путин,16,14.0
3,путин уйдет,2,4.0
3,путь,4,7.0
3,путь на работу,3,6.0
3,пуше,3,6.0
3,пушистик,8,10.0
3,пушкин,3,6.0
3,р,2,4.0
3,работа,10,12.0
3,работает,6,9.0
3,работает или не работает,3,6.0
3,работай,2,4.0
3,работу,2,4.0
3,равно,2,4.0
3,радио,2,4.0
3,радость моя,3,6.0
3,раз два,5,8.0
3,раз два три,2,4.0
3,раз два три четыре,2,4.0
3,раз два три четыре пять,3,6.0
3,раз два три четыре пять вышел зайчик погулять,2,4.0
3,раз раз,5,8.0
3,раз раз раз,5,8.0
3,раз раз раз два три,4,7.0
3,раз раз только что пришли сюда,2,4.0
3,разве я немного некрасив,2,4.0
3,разговаривать,2,4.0
3,разногласия,2,4.0
3,разол человек,2,4.0
3,разрушение,3,6.0
3,расисты,2,4.0
3,расскажи,4,7.0
3,расскажи какие-нибудь,2,4.0
3,расскажи мне,4,7.0
3,расскажи мне свою историю,2,4.0
3,рассказ,2,4.0
3,рассматривающий,2,4.0
3,ргсу,5,8.0
3,реальность,3,6.0
3,ребриков,2,4.0
3,ребусы,2,4.0
3,регина,7,10.0
3,регион,2,4.0
3,реп,2,4.0
3,реплика,2,4.0
3,реплика из воронеже привет,2,4.0
3,рис,4,7.0
3,рисунок,3,6.0
3,рита,5,8.0
3,ритуля,3,6.0
3,робот,3,6.0
3,роден,7,10.0
3,родилась,2,4.0
3,родилась елочка,2,4.0
3,родина,3,6.0
3,роза,2,4.0
3,розанов,5,8.0
3,роль,3,6.0
3,ром,2,4.0
3,рома,6,9.0
3,рома пивень,2,4.0
3,россия,10,12.0
3,россия великая наша держава россия великая наша страна,2,4.0
3,рубль,2,4.0
3,руки собаки,2,4.0
3,рулит,2,4.0
3,рутина,2,4.0
3,рыбу,4,7.0
3,рязань,4,7.0
3,с,6,9.0
3,с днем,2,4.0
3,с новым,2,4.0
3,с новым годом,2,4.0
3,с новым годом друзья,2,4.0
3,с удовольствием любит тебя,3,6.0
3,с ума,3,6.0
3,с***,3,6.0
3,сакмаре час,2,4.0
3,салам,3,6.0
3,саламон,2,4.0
3,салют,2,4.0
3,самира,4,7.0
3,самсара,2,4.0
3,сасай,2,4.0
3,саша,17,14.0
3,саша молодец,2,4.0
3,саша найди,2,4.0
3,сашу,2,4.0
3,сашуля,3,6.0
3,сборище,4,7.0
3,свет свет,2,4.0
3,света,3,6.0
3,сделаем,5,8.0
3,сделаем сделаем,2,4.0
3,сделай,2,4.0
3,сделать,4,7.0
3,себе,2,4.0
3,север,2,4.0
3,сегодня,9,11.0
3,сегодня зима,2,4.0
3,сегодня плохо,2,4.0
3,сегодня у вас,2,4.0
3,сейчас,2,4.0
3,сейчас вы будете говорить,3,6.0
3,секрет,2,4.0
3,секс или правда,3,6.0
3,село,2,4.0
3,сеня,2,4.0
3,сер,2,4.0
3,сергей,6,9.0
3,сердца,2,4.0
3,сердце,3,6.0
3,сережа,26,16.0
3,сережа привет,3,6.0
3,сережа сережа,2,4.0
3,сериал,2,4.0
3,серфер серфер,3,6.0
3,серферы,2,4.0
3,сессия,2,4.0
3,сигарет,2,4.0
3,сигарета,6,9.0
3,сигарета сигарета сигарета сигарета пиво,2,4.0
3,сидорова коза,3,6.0
3,сима,6,9.0
3,сима козочка,3,6.0
3,симпатичный,2,4.0
3,синхронизация,2,4.0
3,система,2,4.0
3,система зависла система зависла зависла навсегда навсегда навсегда,2,4.0
3,скажи,8,10.0
3,скажи очень,2,4.0
3,скажи что-нибудь,8,10.0
3,сказал,5,8.0
3,сказала,2,4.0
3,сказать,2,4.0
3,сказка про дашу,2,4.0
3,скачать,3,6.0
3,скейтборд,2,4.0
3,сколько,2,4.0
3,сколько время,2,4.0
3,сколько можно,2,4.0
3,скоро,4,7.0
3,скоро лето,2,4.0
3,скоро лето качайтесь глупцы,2,4.0
3,скотина,3,6.0
3,скьор,2,4.0
3,сладенькая,3,6.0
3,сладких,3,6.0
3,следующий,2,4.0
3,следующий зал,2,4.0
3,слишком медленно,2,4.0
3,слов,2,4.0
3,слова,9,11.0
3,сложный день,2,4.0
3,слушай рок и хирург,2,4.0
3,слушать,4,7.0
3,слышишь,2,4.0
3,слышу тебя,3,6.0
3,слышь ты,2,4.0
3,смейся,2,4.0
3,смени п****,2,4.0
3,смерть,14,13.0
3,смерть это не конец,2,4.0
3,смешариков девочка,2,4.0
3,сможете,2,4.0
3,смотреть,5,8.0
3,смотреть видео,2,4.0
3,смотри,2,4.0
3,смотри видишь много цветов,2,4.0
3,смысл,2,4.0
3,сначала,3,6.0
3,сначала был,3,6.0
3,сначала было,2,4.0
3,сначала было слово,2,4.0
3,сноу,2,4.0
3,со мной,3,6.0
3,сова,2,4.0
3,совет,3,6.0
3,советский союз,2,4.0
3,советский союз социалистических республик,2,4.0
3,соглашаетесь,6,9.0
3,сократ,2,4.0
3,солнце,8,10.0
3,солнце море песок вода,2,4.0
3,солнышко мое,3,6.0
3,соловья,2,4.0
3,сомнамбула,3,6.0
3,сообщить,2,4.0
3,соси,2,4.0
3,социалистический,2,4.0
3,сошли с ума,2,4.0
3,спасибо,12,12.0
3,спасибо все очень прекрасно,2,4.0
3,спасибо за,3,6.0
3,спать,3,6.0
3,спишь,2,4.0
3,спой мне,3,6.0
3,спокойной ночи,2,4.0
3,спортивные голуби,2,4.0
3,спроси меня кто я,3,6.0
3,спч,2,4.0
3,среди нас сергей,2,4.0
